date,store_id,product_id,price,sales
2021-07-04,1,101,58.45,121
2021-07-05,1,101,61.0,141
2021-07-06,1,101,61.92,147
2021-07-07,1,101,58.47,151
2021-07-08,1,101,60.37,144
2021-07-09,1,101,58.38,150
2021-07-10,1,101,58.8,115
2021-07-11,1,101,58.95,108
2021-07-12,1,101,60.3,135
2021-07-13,1,101,63.75,140
2021-07-14,1,101,58.85,143
2021-07-15,1,101,60.98,134
2021-07-16,1,101,63.66,131
2021-07-17,1,101,59.06,123
2021-07-18,1,101,62.71,109
2021-07-19,1,101,62.48,136
2021-07-20,1,101,58.8,129
2021-07-21,1,101,60.09,137
2021-07-22,1,101,61.25,134
2021-07-23,1,101,59.72,131
2021-07-24,1,101,61.03,117
2021-07-25,1,101,57.75,119
2021-07-26,1,101,62.56,128
2021-07-27,1,101,58.5,137
2021-07-28,1,101,60.23,143
2021-07-29,1,101,60.14,141
2021-07-30,1,101,63.51,145
2021-07-31,1,101,61.94,113
2021-08-01,1,101,62.74,118
2021-08-02,1,101,61.37,129
2021-08-03,1,101,56.48,139
2021-08-04,1,101,55.92,128
2021-08-05,1,101,61.44,132
2021-08-06,1,101,60.15,141
2021-08-07,1,101,57.24,121
2021-08-08,1,101,59.89,104
2021-08-09,1,101,59.93,135
2021-08-10,1,101,59.82,122
2021-08-11,1,101,61.34,126
2021-08-12,1,101,58.12,134
2021-08-13,1,101,57.88,130
2021-08-14,1,101,61.91,112
2021-08-15,1,101,61.01,107
2021-08-16,1,101,58.41,129
2021-08-17,1,101,57.93,131
2021-08-18,1,101,57.6,129
2021-08-19,1,101,60.07,141
2021-08-20,1,101,60.43,128
2021-08-21,1,101,59.56,110
2021-08-22,1,101,61.52,114
2021-08-23,1,101,58.85,128
2021-08-24,1,101,55.4,129
2021-08-25,1,101,62.73,123
2021-08-26,1,101,59.5,139
2021-08-27,1,101,60.62,133
2021-08-28,1,101,62.24,126
2021-08-29,1,101,58.09,110
2021-08-30,1,101,60.41,122
2021-08-31,1,101,57.16,126
2021-09-01,1,101,57.84,127
2021-09-02,1,101,61.76,138
2021-09-03,1,101,62.96,130
2021-09-04,1,101,58.28,110
2021-09-05,1,101,61.08,117
2021-09-06,1,101,59.62,125
2021-09-07,1,101,57.23,125
2021-09-08,1,101,63.82,134
2021-09-09,1,101,61.13,123
2021-09-10,1,101,59.03,126
2021-09-11,1,101,58.27,107
2021-09-12,1,101,58.34,110
2021-09-13,1,101,59.9,131
2021-09-14,1,101,58.18,128
2021-09-15,1,101,61.51,127
2021-09-16,1,101,58.04,132
2021-09-17,1,101,61.5,130
2021-09-18,1,101,61.09,101
2021-09-19,1,101,61.14,106
2021-09-20,1,101,56.39,126
2021-09-21,1,101,60.1,122
2021-09-22,1,101,58.19,131
2021-09-23,1,101,56.68,133
2021-09-24,1,101,57.58,130
2021-09-25,1,101,60.09,107
2021-09-26,1,101,59.23,106
2021-09-27,1,101,58.85,135
2021-09-28,1,101,57.74,134
2021-09-29,1,101,62.88,133
2021-09-30,1,101,58.41,118
2021-10-01,1,101,59.59,133
2021-10-02,1,101,58.79,112
2021-10-03,1,101,59.69,111
2021-10-04,1,101,60.51,137
2021-10-05,1,101,59.18,133
2021-10-06,1,101,59.13,129
2021-10-07,1,101,59.16,133
2021-10-08,1,101,64.15,133
2021-10-09,1,101,59.35,116
2021-10-10,1,101,59.18,118
2021-10-11,1,101,57.98,122
2021-10-12,1,101,59.3,123
2021-10-13,1,101,63.35,132
2021-10-14,1,101,59.56,134
2021-10-15,1,101,55.58,137
2021-10-16,1,101,61.54,114
2021-10-17,1,101,62.29,105
2021-10-18,1,101,59.17,135
2021-10-19,1,101,64.54,136
2021-10-20,1,101,60.5,134
2021-10-21,1,101,58.3,131
2021-10-22,1,101,58.29,138
2021-10-23,1,101,59.04,114
2021-10-24,1,101,60.67,117
2021-10-25,1,101,58.98,140
2021-10-26,1,101,58.04,133
2021-10-27,1,101,60.75,133
2021-10-28,1,101,58.16,139
2021-10-29,1,101,62.71,140
2021-10-30,1,101,63.75,118
2021-10-31,1,101,57.51,112
2021-11-01,1,101,62.99,127
2021-11-02,1,101,59.89,140
2021-11-03,1,101,57.75,138
2021-11-04,1,101,60.26,149
2021-11-05,1,101,61.45,138
2021-11-06,1,101,60.45,120
2021-11-07,1,101,60.94,114
2021-11-08,1,101,62.69,148
2021-11-09,1,101,58.98,147
2021-11-10,1,101,59.75,134
2021-11-11,1,101,62.19,140
2021-11-12,1,101,63.06,131
2021-11-13,1,101,59.15,119
2021-11-14,1,101,56.69,115
2021-11-15,1,101,60.15,145
2021-11-16,1,101,57.41,135
2021-11-17,1,101,63.34,140
2021-11-18,1,101,56.99,140
2021-11-19,1,101,59.45,141
2021-11-20,1,101,59.89,109
2021-11-21,1,101,61.39,122
2021-11-22,1,101,62.25,152
2021-11-23,1,101,57.79,142
2021-11-24,1,101,60.12,157
2021-11-25,1,101,59.95,144
2021-11-26,1,101,59.71,146
2021-11-27,1,101,58.91,122
2021-11-28,1,101,58.91,125
2021-11-29,1,101,60.21,142
2021-11-30,1,101,63.01,145
2021-12-01,1,101,62.18,133
2021-12-02,1,101,55.85,153
2021-12-03,1,101,59.26,146
2021-12-04,1,101,58.44,121
2021-12-05,1,101,63.5,123
2021-12-06,1,101,62.54,153
2021-12-07,1,101,57.74,153
2021-12-08,1,101,60.98,147
2021-12-09,1,101,61.43,144
2021-12-10,1,101,59.25,149
2021-12-11,1,101,60.89,134
2021-12-12,1,101,62.32,129
2021-12-13,1,101,61.23,146
2021-12-14,1,101,59.38,155
2021-12-15,1,101,57.5,154
2021-12-16,1,101,59.63,158
2021-12-17,1,101,62.1,151
2021-12-18,1,101,57.18,130
2021-12-19,1,101,61.21,126
2021-12-20,1,101,63.51,148
2021-12-21,1,101,63.39,145
2021-12-22,1,101,59.81,157
2021-12-23,1,101,60.8,153
2021-12-24,1,101,62.21,156
2021-12-25,1,101,60.3,137
2021-12-26,1,101,59.89,135
2021-12-27,1,101,56.58,159
2021-12-28,1,101,61.49,151
2021-12-29,1,101,59.63,159
2021-12-30,1,101,60.7,159
2021-12-31,1,101,58.44,157
2022-01-01,1,101,58.04,104
2022-01-02,1,101,56.59,106
2022-01-03,1,101,60.95,129
2022-01-04,1,101,61.97,126
2022-01-05,1,101,62.03,134
2022-01-06,1,101,57.44,116
2022-01-07,1,101,60.05,123
2022-01-08,1,101,58.55,109
2022-01-09,1,101,58.49,108
2022-01-10,1,101,57.19,124
2022-01-11,1,101,57.3,123
2022-01-12,1,101,62.11,123
2022-01-13,1,101,65.26,124
2022-01-14,1,101,60.37,132
2022-01-15,1,101,61.4,105
2022-01-16,1,101,60.24,107
2022-01-17,1,101,59.81,143
2022-01-18,1,101,58.59,137
2022-01-19,1,101,63.54,131
2022-01-20,1,101,63.62,129
2022-01-21,1,101,58.88,136
2022-01-22,1,101,61.95,116
2022-01-23,1,101,56.86,116
2022-01-24,1,101,59.5,130
2022-01-25,1,101,61.24,133
2022-01-26,1,101,57.33,135
2022-01-27,1,101,61.22,137
2022-01-28,1,101,62.16,138
2022-01-29,1,101,60.92,120
2022-01-30,1,101,56.68,116
2022-01-31,1,101,60.42,138
2022-02-01,1,101,57.45,138
2022-02-02,1,101,62.11,132
2022-02-03,1,101,61.36,137
2022-02-04,1,101,60.06,138
2022-02-05,1,101,58.97,123
2022-02-06,1,101,59.08,119
2022-02-07,1,101,59.38,137
2022-02-08,1,101,59.04,140
2022-02-09,1,101,58.21,146
2022-02-10,1,101,59.12,139
2022-02-11,1,101,60.39,148
2022-02-12,1,101,57.03,126
2022-02-13,1,101,61.78,122
2022-02-14,1,101,62.13,142
2022-02-15,1,101,62.82,139
2022-02-16,1,101,59.27,154
2022-02-17,1,101,62.91,140
2022-02-18,1,101,58.95,151
2022-02-19,1,101,59.44,121
2022-02-20,1,101,58.16,117
2022-02-21,1,101,58.46,139
2022-02-22,1,101,60.47,144
2022-02-23,1,101,58.0,152
2022-02-24,1,101,59.57,150
2022-02-25,1,101,61.35,145
2022-02-26,1,101,60.76,120
2022-02-27,1,101,60.98,126
2022-02-28,1,101,64.91,147
2022-03-01,1,101,58.94,143
2022-03-02,1,101,58.89,143
2022-03-03,1,101,62.38,144
2022-03-04,1,101,58.86,154
2022-03-05,1,101,60.94,123
2022-03-06,1,101,61.27,125
2022-03-07,1,101,56.97,149
2022-03-08,1,101,63.59,156
2022-03-09,1,101,59.22,145
2022-03-10,1,101,60.67,150
2022-03-11,1,101,64.02,152
2022-03-12,1,101,58.4,128
2022-03-13,1,101,58.54,122
2022-03-14,1,101,63.59,149
2022-03-15,1,101,60.45,147
2022-03-16,1,101,62.38,150
2022-03-17,1,101,58.94,163
2022-03-18,1,101,62.09,148
2022-03-19,1,101,63.69,134
2022-03-20,1,101,59.28,133
2022-03-21,1,101,62.22,154
2022-03-22,1,101,61.01,155
2022-03-23,1,101,62.34,156
2022-03-24,1,101,61.3,158
2022-03-25,1,101,60.29,150
2022-03-26,1,101,58.37,137
2022-03-27,1,101,59.21,133
2022-03-28,1,101,62.56,152
2022-03-29,1,101,60.09,153
2022-03-30,1,101,61.49,145
2022-03-31,1,101,64.33,155
2022-04-01,1,101,60.44,151
2022-04-02,1,101,63.15,133
2022-04-03,1,101,60.56,132
2022-04-04,1,101,60.37,155
2022-04-05,1,101,60.39,150
2022-04-06,1,101,57.95,158
2022-04-07,1,101,58.6,153
2022-04-08,1,101,56.95,159
2022-04-09,1,101,60.75,130
2022-04-10,1,101,59.87,141
2022-04-11,1,101,63.76,150
2022-04-12,1,101,55.6,146
2022-04-13,1,101,59.0,155
2022-04-14,1,101,61.42,148
2022-04-15,1,101,58.87,154
2022-04-16,1,101,61.74,127
2022-04-17,1,101,59.8,136
2022-04-18,1,101,57.86,162
2022-04-19,1,101,58.62,145
2022-04-20,1,101,60.49,153
2022-04-21,1,101,60.7,152
2022-04-22,1,101,62.89,147
2022-04-23,1,101,62.23,133
2022-04-24,1,101,60.91,135
2022-04-25,1,101,60.9,156
2022-04-26,1,101,62.66,156
2022-04-27,1,101,61.42,154
2022-04-28,1,101,62.88,152
2022-04-29,1,101,63.6,149
2022-04-30,1,101,57.14,132
2022-05-01,1,101,58.64,133
2022-05-02,1,101,58.69,157
2022-05-03,1,101,56.22,150
2022-05-04,1,101,55.15,150
2022-05-05,1,101,61.52,144
2022-05-06,1,101,60.85,156
2022-05-07,1,101,59.9,127
2022-05-08,1,101,57.68,132
2022-05-09,1,101,61.75,159
2022-05-10,1,101,60.05,151
2022-05-11,1,101,55.92,153
2022-05-12,1,101,58.64,150
2022-05-13,1,101,59.44,146
2022-05-14,1,101,61.28,140
2022-05-15,1,101,61.15,128
2022-05-16,1,101,61.85,158
2022-05-17,1,101,58.71,151
2022-05-18,1,101,60.79,154
2022-05-19,1,101,61.27,155
2022-05-20,1,101,58.93,156
2022-05-21,1,101,60.4,137
2022-05-22,1,101,58.62,140
2022-05-23,1,101,60.4,159
2022-05-24,1,101,59.03,146
2022-05-25,1,101,60.85,148
2022-05-26,1,101,58.85,152
2022-05-27,1,101,64.28,149
2022-05-28,1,101,60.87,138
2022-05-29,1,101,60.24,129
2022-05-30,1,101,57.95,152
2022-05-31,1,101,56.66,147
2022-06-01,1,101,61.29,150
2022-06-02,1,101,63.15,146
2022-06-03,1,101,57.07,142
2022-06-04,1,101,62.09,129
2022-06-05,1,101,59.08,136
2022-06-06,1,101,59.92,153
2022-06-07,1,101,61.77,146
2022-06-08,1,101,56.85,150
2022-06-09,1,101,62.76,154
2022-06-10,1,101,60.79,143
2022-06-11,1,101,60.52,129
2022-06-12,1,101,58.66,123
2022-06-13,1,101,62.35,146
2022-06-14,1,101,59.26,148
2022-06-15,1,101,54.3,149
2022-06-16,1,101,56.52,151
2022-06-17,1,101,57.76,143
2022-06-18,1,101,62.32,118
2022-06-19,1,101,60.69,122
2022-06-20,1,101,60.95,144
2022-06-21,1,101,57.43,144
2022-06-22,1,101,59.01,149
2022-06-23,1,101,59.14,136
2022-06-24,1,101,61.7,151
2022-06-25,1,101,59.3,121
2022-06-26,1,101,64.15,121
2022-06-27,1,101,60.86,144
2022-06-28,1,101,60.48,147
2022-06-29,1,101,59.61,141
2022-06-30,1,101,59.93,141
2022-07-01,1,101,60.1,145
2022-07-02,1,101,59.84,125
2022-07-03,1,101,56.0,121
2022-07-04,1,101,60.69,145
2022-07-05,1,101,54.21,145
2022-07-06,1,101,59.72,151
2022-07-07,1,101,57.92,145
2022-07-08,1,101,57.89,143
2022-07-09,1,101,63.83,116
2022-07-10,1,101,60.43,118
2022-07-11,1,101,60.99,143
2022-07-12,1,101,60.73,139
2022-07-13,1,101,59.88,150
2022-07-14,1,101,62.1,139
2022-07-15,1,101,62.37,144
2022-07-16,1,101,57.71,121
2022-07-17,1,101,57.71,126
2022-07-18,1,101,58.49,139
2022-07-19,1,101,60.66,137
2022-07-20,1,101,60.84,138
2022-07-21,1,101,60.91,145
2022-07-22,1,101,61.93,135
2022-07-23,1,101,57.54,122
2022-07-24,1,101,61.4,119
2022-07-25,1,101,62.75,134
2022-07-26,1,101,60.25,135
2022-07-27,1,101,60.03,134
2022-07-28,1,101,57.12,130
2022-07-29,1,101,58.31,143
2022-07-30,1,101,55.69,110
2022-07-31,1,101,57.35,111
2022-08-01,1,101,62.02,142
2022-08-02,1,101,64.5,131
2022-08-03,1,101,59.35,139
2022-08-04,1,101,64.58,121
2022-08-05,1,101,56.71,127
2022-08-06,1,101,64.88,118
2022-08-07,1,101,61.13,120
2022-08-08,1,101,61.71,136
2022-08-09,1,101,60.56,137
2022-08-10,1,101,59.87,133
2022-08-11,1,101,59.44,129
2022-08-12,1,101,59.8,124
2022-08-13,1,101,57.79,107
2022-08-14,1,101,62.78,113
2022-08-15,1,101,56.86,136
2022-08-16,1,101,61.88,127
2022-08-17,1,101,59.55,127
2022-08-18,1,101,58.06,134
2022-08-19,1,101,57.33,132
2022-08-20,1,101,60.64,108
2022-08-21,1,101,60.88,103
2022-08-22,1,101,61.1,131
2022-08-23,1,101,62.73,132
2022-08-24,1,101,59.14,131
2022-08-25,1,101,61.09,131
2022-08-26,1,101,60.08,131
2022-08-27,1,101,58.67,107
2022-08-28,1,101,63.5,103
2022-08-29,1,101,58.61,124
2022-08-30,1,101,61.79,127
2022-08-31,1,101,62.5,129
2022-09-01,1,101,60.56,127
2022-09-02,1,101,64.29,126
2022-09-03,1,101,60.62,104
2022-09-04,1,101,60.83,113
2022-09-05,1,101,59.74,129
2022-09-06,1,101,59.71,130
2022-09-07,1,101,64.42,134
2022-09-08,1,101,57.26,127
2022-09-09,1,101,65.16,129
2022-09-10,1,101,63.28,106
2022-09-11,1,101,58.89,118
2022-09-12,1,101,63.26,132
2022-09-13,1,101,59.59,128
2022-09-14,1,101,57.97,127
2022-09-15,1,101,57.55,126
2022-09-16,1,101,58.46,130
2022-09-17,1,101,56.89,111
2022-09-18,1,101,61.67,111
2022-09-19,1,101,60.75,120
2022-09-20,1,101,57.58,136
2022-09-21,1,101,60.84,138
2022-09-22,1,101,59.89,126
2022-09-23,1,101,60.15,133
2022-09-24,1,101,58.16,113
2022-09-25,1,101,57.17,111
2022-09-26,1,101,58.19,129
2022-09-27,1,101,62.47,126
2022-09-28,1,101,61.22,136
2022-09-29,1,101,59.37,125
2022-09-30,1,101,60.28,136
2022-10-01,1,101,60.79,122
2022-10-02,1,101,59.38,111
2022-10-03,1,101,59.7,131
2022-10-04,1,101,61.91,134
2022-10-05,1,101,57.34,127
2022-10-06,1,101,61.02,122
2022-10-07,1,101,55.69,126
2022-10-08,1,101,64.99,113
2022-10-09,1,101,61.68,111
2022-10-10,1,101,59.8,132
2022-10-11,1,101,59.42,136
2022-10-12,1,101,60.64,133
2022-10-13,1,101,61.98,129
2022-10-14,1,101,58.49,131
2022-10-15,1,101,58.2,115
2022-10-16,1,101,59.98,113
2022-10-17,1,101,60.95,138
2022-10-18,1,101,61.64,133
2022-10-19,1,101,61.12,140
2022-10-20,1,101,57.38,133
2022-10-21,1,101,59.39,128
2022-10-22,1,101,59.63,111
2022-10-23,1,101,61.06,114
2022-10-24,1,101,60.97,134
2022-10-25,1,101,56.05,135
2022-10-26,1,101,59.71,130
2022-10-27,1,101,61.2,129
2022-10-28,1,101,62.44,143
2022-10-29,1,101,62.98,114
2022-10-30,1,101,59.33,117
2022-10-31,1,101,59.4,133
2022-11-01,1,101,60.34,134
2022-11-02,1,101,60.01,137
2022-11-03,1,101,62.38,139
2022-11-04,1,101,57.03,142
2022-11-05,1,101,61.87,105
2022-11-06,1,101,59.55,111
2022-11-07,1,101,56.4,132
2022-11-08,1,101,61.52,141
2022-11-09,1,101,54.82,136
2022-11-10,1,101,60.78,136
2022-11-11,1,101,60.37,132
2022-11-12,1,101,61.16,120
2022-11-13,1,101,58.05,121
2022-11-14,1,101,59.68,146
2022-11-15,1,101,58.13,141
2022-11-16,1,101,58.23,139
2022-11-17,1,101,63.42,140
2022-11-18,1,101,56.77,135
2022-11-19,1,101,59.58,129
2022-11-20,1,101,62.08,119
2022-11-21,1,101,63.65,140
2022-11-22,1,101,59.02,147
2022-11-23,1,101,58.79,154
2022-11-24,1,101,60.6,148
2022-11-25,1,101,63.12,151
2022-11-26,1,101,58.49,125
2022-11-27,1,101,58.64,127
2022-11-28,1,101,60.27,156
2022-11-29,1,101,60.37,144
2022-11-30,1,101,58.06,139
2022-12-01,1,101,58.69,153
2022-12-02,1,101,61.07,142
2022-12-03,1,101,61.44,133
2022-12-04,1,101,58.49,133
2022-12-05,1,101,63.0,141
2022-12-06,1,101,59.5,147
2022-12-07,1,101,61.11,156
2022-12-08,1,101,64.33,152
2022-12-09,1,101,61.86,147
2022-12-10,1,101,60.54,131
2022-12-11,1,101,61.02,138
2022-12-12,1,101,62.15,154
2022-12-13,1,101,58.32,150
2022-12-14,1,101,56.07,147
2022-12-15,1,101,57.79,163
2022-12-16,1,101,59.45,152
2022-12-17,1,101,61.63,135
2022-12-18,1,101,58.83,138
2022-12-19,1,101,60.57,153
2022-12-20,1,101,63.21,153
2022-12-21,1,101,61.47,158
2022-12-22,1,101,62.35,159
2022-12-23,1,101,57.41,157
2022-12-24,1,101,58.7,138
2022-12-25,1,101,61.17,134
2022-12-26,1,101,60.04,163
2022-12-27,1,101,63.4,159
2022-12-28,1,101,65.2,159
2022-12-29,1,101,56.48,161
2022-12-30,1,101,60.76,163
2022-12-31,1,101,61.35,146
2021-01-01,1,102,67.55,131
2021-01-02,1,102,68.3,111
2021-01-03,1,102,71.18,109
2021-01-04,1,102,70.79,141
2021-01-05,1,102,70.89,127
2021-01-06,1,102,68.78,140
2021-01-07,1,102,70.03,133
2021-01-08,1,102,71.3,131
2021-01-09,1,102,70.84,114
2021-01-10,1,102,69.13,111
2021-01-11,1,102,69.25,139
2021-01-12,1,102,69.2,145
2021-01-13,1,102,71.87,138
2021-01-14,1,102,66.48,130
2021-01-15,1,102,72.53,130
2021-01-16,1,102,75.12,115
2021-01-17,1,102,70.37,116
2021-01-18,1,102,74.01,147
2021-01-19,1,102,72.42,150
2021-01-20,1,102,71.19,145
2021-01-21,1,102,68.9,144
2021-01-22,1,102,69.99,137
2021-01-23,1,102,69.09,120
2021-01-24,1,102,71.91,125
2021-01-25,1,102,72.96,142
2021-01-26,1,102,69.61,137
2021-01-27,1,102,66.27,139
2021-01-28,1,102,69.76,143
2021-01-29,1,102,71.26,151
2021-01-30,1,102,73.71,119
2021-01-31,1,102,71.16,130
2021-02-01,1,102,68.08,144
2021-02-02,1,102,72.18,143
2021-02-03,1,102,73.09,155
2021-02-04,1,102,67.76,143
2021-02-05,1,102,66.46,147
2021-02-06,1,102,69.7,128
2021-02-07,1,102,66.81,125
2021-02-08,1,102,68.93,150
2021-02-09,1,102,64.26,142
2021-02-10,1,102,73.54,148
2021-02-11,1,102,69.09,157
2021-02-12,1,102,70.94,146
2021-02-13,1,102,70.6,124
2021-02-14,1,102,72.45,133
2021-02-15,1,102,69.59,149
2021-02-16,1,102,68.35,146
2021-02-17,1,102,70.73,149
2021-02-18,1,102,68.39,155
2021-02-19,1,102,69.46,159
2021-02-20,1,102,68.51,131
2021-02-21,1,102,71.77,120
2021-02-22,1,102,69.44,156
2021-02-23,1,102,71.03,153
2021-02-24,1,102,68.94,145
2021-02-25,1,102,67.49,157
2021-02-26,1,102,67.29,155
2021-02-27,1,102,69.93,136
2021-02-28,1,102,72.33,126
2021-03-01,1,102,68.38,151
2021-03-02,1,102,72.3,155
2021-03-03,1,102,70.12,150
2021-03-04,1,102,71.39,157
2021-03-05,1,102,69.27,156
2021-03-06,1,102,70.17,131
2021-03-07,1,102,64.16,130
2021-03-08,1,102,71.81,158
2021-03-09,1,102,67.98,144
2021-03-10,1,102,74.11,160
2021-03-11,1,102,68.54,157
2021-03-12,1,102,72.75,156
2021-03-13,1,102,68.4,134
2021-03-14,1,102,68.09,135
2021-03-15,1,102,73.25,158
2021-03-16,1,102,69.5,159
2021-03-17,1,102,66.87,156
2021-03-18,1,102,69.84,163
2021-03-19,1,102,76.39,157
2021-03-20,1,102,68.5,140
2021-03-21,1,102,72.3,136
2021-03-22,1,102,67.12,159
2021-03-23,1,102,68.66,164
2021-03-24,1,102,72.16,168
2021-03-25,1,102,72.56,157
2021-03-26,1,102,71.71,160
2021-03-27,1,102,68.31,142
2021-03-28,1,102,72.06,136
2021-03-29,1,102,69.19,158
2021-03-30,1,102,70.85,155
2021-03-31,1,102,67.86,170
2021-04-01,1,102,72.82,160
